matches,fare_amount,duration,passenger_count,tpep_pickup_datetime,pickup_latitude,pickup_longitude,cars combined,new fare,driver cost saved,new duration,fare difference,duration difference,profit difference
"[120, 141]",32.0,52.233333333333334,2,2016-06-07 13:35:13,40.78025817871094,-73.95732116699219,2,14,13.058333333333334,56.233333333333334,-18.0,4.0,-4.941666666666666
"[136, 138]",20.5,30.200000000000003,4,2016-06-07 13:36:22,40.743900299072266,-73.98365020751955,2,28,7.550000000000001,38.2,7.5,8.0,15.05
"[20, 40]",13.5,16.400000000000002,4,2016-06-07 13:24:38,40.7683982849121,-73.9822006225586,2,28,4.1000000000000005,24.400000000000002,14.5,8.0,18.6
"[26, 31]",28.5,38.266666666666666,2,2016-06-07 13:24:53,40.7592658996582,-73.97406005859375,2,14,9.566666666666666,42.266666666666666,-14.5,4.0,-4.933333333333334
"[29, 62]",15.5,20.050000000000004,2,2016-06-07 13:24:58,40.758209228515625,-73.98165893554686,2,14,5.012500000000001,24.050000000000004,-1.5,4.0,3.512500000000001
"[32, 43]",30.5,44.65,2,2016-06-07 13:25:00,40.79823303222656,-73.96936798095702,2,14,11.1625,48.65,-16.5,4.0,-5.3375
"[34, 54]",16.5,22.75,2,2016-06-07 13:25:22,40.760738372802734,-73.97560882568358,2,14,5.6875,26.75,-2.5,4.0,3.1875
"[53, 67]",14.5,18.683333333333337,4,2016-06-07 13:27:29,40.72721862792969,-74.00733184814453,2,28,4.670833333333334,26.683333333333337,13.5,8.0,18.170833333333334
"[57, 68]",20.0,25.45,2,2016-06-07 13:28:16,40.775726318359375,-73.96043395996094,2,14,6.3625,29.45,-6.0,4.0,0.3624999999999998
"[60, 86]",37.5,51.66666666666667,2,2016-06-07 13:28:34,40.71633529663085,-74.00115966796875,2,14,12.916666666666668,55.66666666666667,-23.5,4.0,-10.583333333333332
"[71, 80]",19.5,28.733333333333334,2,2016-06-07 13:30:16,40.768718719482415,-73.98507690429686,2,14,7.183333333333334,32.733333333333334,-5.5,4.0,1.6833333333333336
"[76, 103]",25.0,37.516666666666666,4,2016-06-07 13:30:29,40.724609375,-73.99964904785155,2,28,9.379166666666666,45.516666666666666,3.0,8.0,12.379166666666666
"[85, 134]",21.5,29.91666666666667,3,2016-06-07 13:31:48,40.7529182434082,-73.97715759277344,2,21,7.479166666666668,35.91666666666667,-0.5,6.0,6.979166666666668
"[105, 144]",22.0,31.266666666666666,2,2016-06-07 13:48:45,40.72873306274415,-73.99044799804686,2,14,7.816666666666666,35.266666666666666,-8.0,4.0,-0.18333333333333357
"[109, 126]",49.5,78.7,3,2016-06-07 13:49:15,40.718109130859375,-73.99483489990234,2,21,19.675,84.7,-28.5,6.0,-8.825
"[111, 134]",16.0,17.05,2,2016-06-07 13:49:18,40.7729377746582,-73.9782943725586,2,14,4.2625,21.05,-2.0,4.0,2.2625
"[115, 121]",20.0,26.46666666666667,3,2016-06-07 13:49:36,40.75490951538085,-73.99178314208984,2,21,6.616666666666667,32.46666666666667,1.0,6.0,7.616666666666667
"[131, 138]",28.5,39.96666666666667,3,2016-06-07 13:51:13,40.7532958984375,-73.97911834716798,2,21,9.991666666666667,45.96666666666667,-7.5,6.0,2.491666666666667
"[20, 45]",16.0,20.433333333333334,4,2016-06-07 13:39:51,40.7535514831543,-73.99629974365234,2,28,5.108333333333333,28.433333333333334,12.0,8.0,17.108333333333334
"[21, 65]",16.0,20.15,2,2016-06-07 13:40:03,40.778972625732415,-73.95613098144531,2,14,5.0375,24.15,-2.0,4.0,3.0374999999999996
"[29, 59]",15.0,19.833333333333336,3,2016-06-07 13:40:53,40.75005340576172,-73.97518157958984,2,21,4.958333333333334,25.833333333333336,6.0,6.0,10.958333333333334
"[34, 53]",13.5,17.0,2,2016-06-07 13:41:24,40.74462890625,-73.99639892578125,2,14,4.25,21.0,0.5,4.0,4.75
"[43, 92]",12.0,13.416666666666666,3,2016-06-07 13:42:12,40.74571990966797,-73.98918914794923,2,21,3.3541666666666665,19.416666666666664,9.0,5.999999999999998,12.354166666666666
"[44, 54]",22.0,30.400000000000002,2,2016-06-07 13:42:16,40.7270393371582,-73.9955520629883,2,14,7.6000000000000005,34.400000000000006,-8.0,4.0000000000000036,-0.39999999999999947
"[63, 91]",40.0,47.68333333333334,2,2016-06-07 13:43:58,40.80827331542969,-73.95065307617188,2,14,11.920833333333334,51.68333333333334,-26.0,4.0,-14.079166666666666
"[67, 68]",21.0,30.483333333333334,2,2016-06-07 13:44:22,40.74425506591797,-73.98394012451173,2,14,7.620833333333334,34.483333333333334,-7.0,4.0,0.6208333333333336
"[7, 28]",59.5,86.46666666666667,4,2016-06-07 13:38:13,40.76533126831055,-73.97626495361328,2,28,21.616666666666667,94.46666666666667,-31.5,8.0,-9.883333333333333
"[76, 98]",14.0,16.9,2,2016-06-07 13:45:34,40.74182891845703,-73.98092651367188,2,14,4.225,20.9,0.0,4.0,4.225
"[8, 9]",32.5,49.68333333333334,2,2016-06-07 13:38:14,40.76323318481445,-73.962158203125,2,14,12.420833333333334,53.68333333333334,-18.5,4.0,-6.079166666666666
"[88, 95]",40.5,60.733333333333334,3,2016-06-07 13:46:42,40.760536193847656,-73.9784164428711,2,21,15.183333333333334,66.73333333333333,-19.5,6.0,-4.316666666666666
"[96, 97]",14.5,15.833333333333332,3,2016-06-07 13:47:16,40.7837028503418,-73.98029327392578,2,21,3.958333333333333,21.833333333333332,6.5,6.0,10.458333333333332
"[0, 30]",26.5,37.75,3,2016-06-07 13:52:30,40.763084411621094,-73.98150634765625,2,21,9.4375,43.75,-5.5,6.0,3.9375
"[102, 109]",24.0,37.050000000000004,2,2016-06-07 14:05:09,40.76436996459961,-73.96878814697266,2,14,9.262500000000001,41.050000000000004,-10.0,4.0,-0.7374999999999989
"[11, 53]",24.0,29.733333333333334,2,2016-06-07 13:53:38,40.781044006347656,-73.95455932617188,2,14,7.433333333333334,33.733333333333334,-10.0,4.0,-2.5666666666666664
"[122, 130]",11.0,11.0,2,2016-06-07 14:05:34,40.76226425170898,-73.96613311767578,2,14,2.75,15.0,3.0,4.0,5.75
"[13, 58]",25.0,38.81666666666666,3,2016-06-07 13:53:49,40.73640441894531,-74.00584411621094,2,21,9.704166666666666,44.81666666666666,-4.0,6.0,5.704166666666666
"[14, 19]",12.0,14.683333333333334,3,2016-06-07 13:53:51,40.76126098632813,-73.98314666748048,2,21,3.6708333333333334,20.683333333333334,9.0,6.0,12.670833333333334
"[16, 28]",22.5,29.349999999999998,2,2016-06-07 13:54:00,40.78056335449219,-73.9799575805664,2,14,7.3374999999999995,33.349999999999994,-8.5,3.9999999999999964,-1.1625000000000005
"[2, 23]",20.0,28.9,2,2016-06-07 13:52:38,40.73978042602539,-73.99869537353516,2,14,7.225,32.9,-6.0,4.0,1.2249999999999996
"[38, 60]",21.5,27.700000000000003,2,2016-06-07 13:56:26,40.78031921386719,-73.97319793701173,2,14,6.925000000000001,31.700000000000003,-7.5,4.0,-0.5749999999999993
"[45, 77]",24.5,37.1,2,2016-06-07 13:56:46,40.73644638061523,-73.98866271972656,2,14,9.275,41.1,-10.5,4.0,-1.2249999999999996
"[57, 84]",104.0,126.95000000000002,2,2016-06-07 13:58:19,40.7636833190918,-73.98101806640625,2,14,31.737500000000004,130.95000000000002,-90.0,4.0,-58.262499999999996
"[59, 81]",20.0,29.683333333333334,2,2016-06-07 14:00:27,40.76729202270508,-73.96664428710938,2,14,7.420833333333333,33.68333333333334,-6.0,4.0000000000000036,1.4208333333333334
"[75, 96]",29.5,45.733333333333334,3,2016-06-07 14:00:08,40.76667785644531,-73.98355865478516,2,21,11.433333333333334,51.733333333333334,-8.5,6.0,2.9333333333333336
"[87, 104]",29.0,44.56666666666666,2,2016-06-07 14:01:27,40.75012969970703,-73.99143981933594,2,14,11.141666666666666,48.56666666666666,-15.0,4.0,-3.8583333333333343
"[100, 103]",13.0,16.45,4,2016-06-07 14:21:16,40.77880859375,-73.96027374267578,2,28,4.1125,24.45,15.0,8.0,19.1125
"[112, 125]",11.0,10.783333333333335,2,2016-06-07 14:22:58,40.77425003051758,-73.95726013183594,2,14,2.6958333333333337,14.783333333333335,3.0,4.0,5.695833333333334
"[116, 142]",19.5,25.366666666666667,2,2016-06-07 14:23:19,40.7445182800293,-73.98313140869139,2,14,6.341666666666667,29.366666666666667,-5.5,4.0,0.8416666666666668
"[122, 132]",13.0,14.666666666666666,2,2016-06-07 14:23:54,40.74588012695313,-74.00542449951173,2,14,3.6666666666666665,18.666666666666664,1.0,3.9999999999999982,4.666666666666666
"[3, 16]",17.5,25.833333333333336,2,2016-06-07 14:09:17,40.7407455444336,-73.99405670166014,2,14,6.458333333333334,29.833333333333336,-3.5,4.0,2.958333333333334
"[42, 79]",28.5,45.166666666666664,2,2016-06-07 14:14:29,40.744083404541016,-73.99214935302734,2,14,11.291666666666666,49.166666666666664,-14.5,4.0,-3.208333333333334
"[44, 89]",15.5,17.883333333333333,2,2016-06-07 14:14:49,40.76409912109375,-73.98444366455078,2,14,4.470833333333333,21.883333333333333,-1.5,4.0,2.970833333333333
"[65, 104]",20.0,28.85,2,2016-06-07 14:16:42,40.75511169433594,-73.96524047851562,2,14,7.2125,32.85,-6.0,4.0,1.2125000000000004
"[69, 84]",48.0,69.06666666666666,2,2016-06-07 14:16:45,40.70556640625,-74.01666259765625,2,14,17.266666666666666,73.06666666666666,-34.0,4.0,-16.733333333333334
"[142, 148]",15.5,21.016666666666666,4,2016-06-07 14:43:29,40.731849670410156,-74.0010223388672,2,28,5.254166666666666,29.016666666666666,12.5,8.0,17.754166666666666
"[19, 25]",23.5,34.15,2,2016-06-07 14:29:25,40.74236679077149,-73.98904418945312,2,14,8.5375,38.15,-9.5,4.0,-0.9625000000000004
"[3, 11]",18.0,25.0,3,2016-06-07 14:27:54,40.73942947387695,-73.99128723144531,2,21,6.25,31.0,3.0,6.0,9.25
"[33, 67]",16.5,20.083333333333336,2,2016-06-07 14:30:53,40.76047134399415,-73.96723937988281,2,14,5.020833333333334,24.083333333333336,-2.5,4.0,2.520833333333334
"[34, 38]",12.5,12.383333333333333,2,2016-06-07 14:31:03,40.785888671875,-73.97817993164062,2,14,3.095833333333333,16.383333333333333,1.5,4.0,4.595833333333333
"[43, 76]",13.0,12.766666666666666,2,2016-06-07 14:31:46,40.76836013793945,-73.98925018310547,2,14,3.1916666666666664,16.766666666666666,1.0,4.0,4.191666666666666
"[44, 56]",19.0,27.483333333333334,4,2016-06-07 14:31:49,40.752777099609375,-73.98906707763672,2,28,6.870833333333334,35.483333333333334,9.0,8.0,15.870833333333334
"[47, 63]",15.5,15.783333333333335,3,2016-06-07 14:32:17,40.77659225463867,-73.96183776855469,2,21,3.9458333333333337,21.783333333333335,5.5,6.0,9.445833333333333
"[75, 83]",29.5,43.66666666666667,3,2016-06-07 14:35:44,40.74266052246094,-73.98680114746094,2,21,10.916666666666668,49.66666666666667,-8.5,6.0,2.416666666666668
"[87, 123]",21.0,29.416666666666668,2,2016-06-07 14:37:04,40.75666427612305,-73.98996734619139,2,14,7.354166666666667,33.41666666666667,-7.0,4.0000000000000036,0.35416666666666696
"[94, 115]",16.0,21.233333333333334,2,2016-06-07 14:38:14,40.77516174316406,-73.95368194580078,2,14,5.308333333333334,25.233333333333334,-2.0,4.0,3.3083333333333336
"[107, 134]",20.5,28.95,3,2016-06-07 14:56:57,40.76301956176758,-73.97380828857422,2,21,7.2375,34.95,0.5,6.0000000000000036,7.7375
"[109, 125]",28.0,44.81666666666666,4,2016-06-07 14:57:02,40.74040985107422,-74.00560760498048,2,28,11.204166666666666,52.81666666666666,0.0,8.0,11.204166666666666
"[11, 51]",13.5,16.0,2,2016-06-07 14:45:52,40.756385803222656,-73.98732757568358,2,14,4.0,20.0,0.5,4.0,4.5
"[127, 129]",24.0,24.75,2,2016-06-07 14:58:46,40.72578048706055,-73.98365020751955,2,14,6.1875,28.75,-10.0,4.0,-3.8125
"[2, 3]",25.5,35.68333333333334,3,2016-06-07 14:44:50,40.75094985961913,-74.00560760498048,2,21,8.920833333333334,41.68333333333334,-4.5,6.0,4.420833333333334
"[23, 37]",52.0,74.80000000000001,3,2016-06-07 14:47:00,40.70762252807617,-74.00379180908203,2,21,18.700000000000003,80.80000000000001,-31.0,6.0,-12.299999999999997
"[4, 40]",33.5,51.266666666666666,2,2016-06-07 14:45:14,40.77436828613281,-73.9511489868164,2,14,12.816666666666666,55.266666666666666,-19.5,4.0,-6.683333333333334
"[41, 61]",25.5,31.200000000000003,3,2016-06-07 14:48:21,40.74809265136719,-73.97846221923827,2,21,7.800000000000001,37.2,-4.5,6.0,3.3000000000000007
"[47, 62]",19.5,29.766666666666666,3,2016-06-07 14:48:56,40.76264190673828,-73.96772003173827,2,21,7.441666666666666,35.766666666666666,1.5,6.0,8.941666666666666
"[60, 77]",31.5,52.0,3,2016-06-07 14:50:51,40.77103042602539,-73.96178436279298,2,21,13.0,58.0,-10.5,6.0,2.5
"[68, 85]",21.0,30.016666666666666,2,2016-06-07 14:51:34,40.75611114501953,-73.97483825683594,2,14,7.504166666666666,34.016666666666666,-7.0,4.0,0.5041666666666664
"[72, 78]",30.5,45.333333333333336,4,2016-06-07 14:51:50,40.76405334472656,-73.98107147216798,2,28,11.333333333333334,53.333333333333336,-2.5,8.0,8.833333333333334
"[113, 116]",28.5,43.3,3,2016-06-07 15:15:05,40.78533172607422,-73.9576644897461,2,21,10.825,49.3,-7.5,6.0,3.3249999999999993
"[122, 148]",15.0,16.75,2,2016-06-07 15:16:05,40.75847625732422,-73.96891021728516,2,14,4.1875,20.75,-1.0,4.0,3.1875
"[126, 128]",27.0,40.75,2,2016-06-07 15:16:25,40.75104141235352,-73.98747253417969,2,14,10.1875,44.75,-13.0,4.0,-2.8125
"[15, 20]",50.5,82.35000000000001,4,2016-06-07 15:02:58,40.74132919311523,-73.99403381347656,2,28,20.587500000000002,90.35000000000001,-22.5,8.0,-1.9124999999999979
"[19, 50]",18.5,26.933333333333334,4,2016-06-07 15:03:35,40.73694610595703,-74.00542449951173,2,28,6.733333333333333,34.93333333333334,9.5,8.000000000000004,16.233333333333334
"[2, 11]",20.0,23.5,2,2016-06-07 15:00:23,40.75841903686523,-73.9857864379883,2,14,5.875,27.5,-6.0,4.0,-0.125
"[29, 38]",12.0,13.916666666666666,2,2016-06-07 15:05:17,40.76569747924805,-73.96355438232422,2,14,3.4791666666666665,17.916666666666664,2.0,3.9999999999999982,5.479166666666666
"[32, 47]",16.0,21.533333333333335,2,2016-06-07 15:05:26,40.7387809753418,-73.99427032470702,2,14,5.383333333333334,25.533333333333335,-2.0,4.0,3.3833333333333337
"[34, 74]",68.0,109.78333333333333,4,2016-06-07 15:05:39,40.70949172973633,-74.010009765625,2,28,27.445833333333333,117.78333333333333,-40.0,8.0,-12.554166666666667
"[42, 63]",22.5,33.333333333333336,3,2016-06-07 15:06:21,40.766258239746094,-73.98290252685547,2,21,8.333333333333334,39.333333333333336,-1.5,6.0,6.833333333333334
"[7, 43]",23.5,33.733333333333334,3,2016-06-07 15:01:29,40.77949905395508,-73.96188354492188,2,21,8.433333333333334,39.733333333333334,-2.5,6.0,5.933333333333334
"[80, 106]",12.0,13.633333333333335,2,2016-06-07 15:10:39,40.76726531982422,-73.96242523193358,2,14,3.4083333333333337,17.633333333333333,2.0,3.9999999999999982,5.408333333333333
"[104, 131]",23.0,32.050000000000004,2,2016-06-07 15:30:40,40.77775955200195,-73.95914459228516,2,14,8.012500000000001,36.050000000000004,-9.0,4.0,-0.9874999999999989
"[106, 110]",28.5,41.31666666666667,2,2016-06-07 15:31:06,40.741798400878906,-74.00486755371094,2,14,10.329166666666667,45.31666666666667,-14.5,4.0,-4.1708333333333325
"[136, 138]",73.0,78.76666666666667,4,2016-06-07 15:34:22,40.75373840332031,-73.98921966552734,2,28,19.691666666666666,86.76666666666667,-45.0,8.0,-25.308333333333334
"[21, 37]",19.0,26.983333333333334,2,2016-06-07 15:22:01,40.761394500732415,-73.9710922241211,2,14,6.745833333333334,30.983333333333334,-5.0,4.0,1.7458333333333336
"[24, 51]",26.0,40.53333333333333,4,2016-06-07 15:22:23,40.75205993652344,-73.97723388671875,2,28,10.133333333333333,48.53333333333333,2.0,8.0,12.133333333333333
"[26, 45]",21.5,32.36666666666667,2,2016-06-07 15:22:33,40.76105117797852,-73.9711380004883,2,14,8.091666666666667,36.36666666666667,-7.5,4.0,0.5916666666666668
"[27, 42]",18.5,25.133333333333333,2,2016-06-07 15:22:38,40.77989959716797,-73.9552993774414,2,14,6.283333333333333,29.133333333333333,-4.5,4.0,1.7833333333333332
"[30, 63]",11.0,8.35,4,2016-06-07 15:22:49,40.79227066040039,-73.97171783447266,2,28,2.0875,16.35,17.0,8.000000000000002,19.0875
"[4, 13]",20.0,28.75,3,2016-06-07 15:19:37,40.74410629272461,-74.00308227539062,2,21,7.1875,34.75,1.0,6.0,8.1875
"[41, 72]",37.5,55.9,4,2016-06-07 15:24:19,40.724159240722656,-73.99764251708984,2,28,13.975,63.9,-9.5,8.0,4.475
"[7, 18]",30.5,45.3,3,2016-06-07 15:19:50,40.76167297363281,-73.96656036376955,2,21,11.325,51.3,-9.5,6.0,1.8249999999999993
"[85, 103]",19.0,26.083333333333332,3,2016-06-07 15:28:52,40.76469421386719,-73.96833038330078,2,21,6.520833333333333,32.08333333333333,2.0,5.9999999999999964,8.520833333333332
"[86, 95]",12.0,15.016666666666666,2,2016-06-07 15:29:08,40.739356994628906,-73.99527740478516,2,14,3.7541666666666664,19.016666666666666,2.0,4.0,5.754166666666666
"[87, 109]",32.5,48.3,3,2016-06-07 15:29:10,40.74134826660156,-73.98777770996094,2,21,12.075,54.3,-11.5,6.0,0.5749999999999993
"[1, 15]",14.0,15.250000000000002,2,2016-06-07 15:36:45,40.7849998474121,-73.97925567626955,2,14,3.8125000000000004,19.25,0.0,3.9999999999999982,3.8125000000000004
"[103, 124]",43.5,56.05,2,2016-06-07 15:45:30,40.76551055908203,-73.95761108398438,2,14,14.0125,60.05,-29.5,4.0,-15.4875
"[114, 136]",16.0,21.21666666666667,2,2016-06-07 15:47:37,40.76395797729492,-73.97787475585938,2,14,5.304166666666667,25.21666666666667,-2.0,4.0,3.304166666666667
"[123, 141]",8.5,7.633333333333333,2,2016-06-07 15:48:44,40.774505615234375,-73.95116424560547,2,14,1.9083333333333332,11.633333333333333,5.5,4.0,7.408333333333333
"[132, 143]",30.5,45.56666666666667,2,2016-06-07 15:49:59,40.80024337768555,-73.96958923339844,2,14,11.391666666666667,49.56666666666667,-16.5,4.0,-5.1083333333333325
"[2, 58]",34.5,52.31666666666666,3,2016-06-07 15:36:50,40.765079498291016,-73.9811248779297,2,21,13.079166666666666,58.31666666666666,-13.5,6.0,-0.4208333333333343
"[20, 21]",19.0,23.5,3,2016-06-07 15:38:27,40.74739837646485,-73.99344635009766,2,21,5.875,29.5,2.0,6.0,7.875
"[31, 65]",25.0,36.03333333333333,2,2016-06-07 15:39:22,40.73181915283203,-73.99018859863281,2,14,9.008333333333333,40.03333333333333,-11.0,4.0,-1.9916666666666671
"[33, 79]",39.5,39.18333333333334,4,2016-06-07 15:39:31,40.75661849975585,-73.9745101928711,2,28,9.795833333333334,47.18333333333334,-11.5,8.0,-1.7041666666666657
"[34, 94]",31.0,50.36666666666667,2,2016-06-07 15:39:34,40.7422981262207,-73.98267364501955,2,14,12.591666666666667,54.36666666666667,-17.0,4.0,-4.408333333333333
"[4, 19]",27.5,35.85,3,2016-06-07 15:37:07,40.75912857055664,-73.97057342529298,2,21,8.9625,41.85,-6.5,6.0,2.4625000000000004
"[50, 88]",13.5,17.116666666666667,2,2016-06-07 15:40:47,40.76880645751953,-73.96346282958984,2,14,4.279166666666667,21.116666666666667,0.5,4.0,4.779166666666667
"[56, 68]",13.0,15.816666666666666,4,2016-06-07 15:41:05,40.75870895385742,-73.9685821533203,2,28,3.9541666666666666,23.816666666666666,15.0,8.0,18.954166666666666
"[6, 12]",26.5,40.66666666666667,2,2016-06-07 15:37:18,40.73823165893555,-73.98584747314453,2,14,10.166666666666668,44.66666666666667,-12.5,4.0,-2.333333333333332
"[62, 102]",55.5,84.55,2,2016-06-07 15:41:27,40.71194839477539,-74.01544952392578,2,14,21.1375,88.55,-41.5,4.0,-20.3625
"[63, 78]",10.0,9.583333333333334,2,2016-06-07 15:41:28,40.77761840820313,-73.9789810180664,2,14,2.3958333333333335,13.583333333333334,4.0,4.0,6.395833333333334
"[66, 73]",29.5,47.61666666666667,2,2016-06-07 15:41:48,40.73884963989258,-73.99590301513672,2,14,11.904166666666667,51.61666666666667,-15.5,4.0,-3.595833333333333
"[7, 32]",19.5,26.366666666666667,4,2016-06-07 15:37:19,40.76324081420898,-73.97215270996094,2,28,6.591666666666667,34.36666666666667,8.5,8.0,15.091666666666667
"[71, 109]",24.5,37.18333333333334,3,2016-06-07 15:42:17,40.75510787963867,-73.97807312011719,2,21,9.295833333333334,43.18333333333334,-3.5,6.0,5.795833333333334
"[8, 10]",34.0,50.68333333333334,4,2016-06-07 15:37:20,40.70529174804688,-74.01345825195312,2,28,12.670833333333334,58.68333333333334,-6.0,8.0,6.670833333333334
"[90, 95]",10.5,10.833333333333332,2,2016-06-07 15:43:46,40.74189758300781,-73.98284912109375,2,14,2.708333333333333,14.833333333333332,3.5,4.0,6.208333333333333
"[0, 15]",26.0,30.683333333333334,2,2016-06-07 15:52:15,40.75849151611328,-73.9688720703125,2,14,7.670833333333333,34.68333333333334,-12.0,4.0000000000000036,-4.329166666666667
"[106, 128]",16.5,18.700000000000003,2,2016-06-07 16:03:27,40.75411224365234,-73.97840118408203,2,14,4.675000000000001,22.700000000000003,-2.5,4.0,2.1750000000000007
"[110, 115]",22.0,31.400000000000002,3,2016-06-07 16:04:13,40.75893783569336,-73.98879241943358,2,21,7.8500000000000005,37.400000000000006,-1.0,6.0000000000000036,6.8500000000000005
"[117, 143]",12.0,12.083333333333334,2,2016-06-07 16:04:57,40.75681686401367,-73.96404266357422,2,14,3.0208333333333335,16.083333333333336,2.0,4.000000000000002,5.020833333333334
"[13, 45]",28.0,44.95,2,2016-06-07 15:53:17,40.77399826049805,-73.98213958740234,2,14,11.2375,48.95,-14.0,4.0,-2.7624999999999993
"[132, 135]",16.5,24.41666666666667,4,2016-06-07 16:06:20,40.75335693359375,-73.98041534423827,2,28,6.104166666666668,32.41666666666667,11.5,8.0,17.604166666666668
"[17, 52]",46.5,52.91666666666667,2,2016-06-07 15:53:37,40.76259231567383,-73.95960998535155,2,14,13.229166666666668,56.91666666666667,-32.5,4.0,-19.270833333333332
"[20, 71]",21.0,31.18333333333333,3,2016-06-07 15:53:49,40.77653884887695,-73.96005249023438,2,21,7.7958333333333325,37.18333333333333,0.0,6.0,7.7958333333333325
"[28, 43]",17.0,20.71666666666667,2,2016-06-07 15:54:49,40.71866989135742,-74.00875854492188,2,14,5.179166666666667,24.71666666666667,-3.0,4.0,2.179166666666667
"[33, 46]",26.0,40.61666666666667,2,2016-06-07 15:55:02,40.73888778686523,-73.99950408935547,2,14,10.154166666666667,44.61666666666667,-12.0,4.0,-1.8458333333333332
"[34, 65]",16.0,19.033333333333335,2,2016-06-07 15:58:13,40.7616081237793,-73.9605484008789,2,14,4.758333333333334,23.033333333333335,-2.0,4.0,2.7583333333333337
"[4, 19]",21.0,25.883333333333333,4,2016-06-07 15:52:31,40.76632690429688,-73.95417785644531,2,28,6.470833333333333,33.88333333333333,7.0,8.0,13.470833333333333
"[44, 83]",51.0,75.45,2,2016-06-07 15:56:14,40.7052116394043,-74.00732421875,2,14,18.8625,79.45,-37.0,4.0,-18.1375
"[54, 57]",23.5,33.21666666666667,4,2016-06-07 15:57:07,40.7210693359375,-73.98722076416014,2,28,8.304166666666667,41.21666666666667,4.5,8.0,12.804166666666667
"[61, 81]",12.5,13.033333333333333,2,2016-06-07 15:57:25,40.73655319213867,-73.9745864868164,2,14,3.2583333333333333,17.03333333333333,1.5,3.9999999999999982,4.758333333333333
"[67, 86]",13.5,14.649999999999999,3,2016-06-07 15:58:18,40.76642990112305,-73.95240783691406,2,21,3.6624999999999996,20.65,7.5,6.0,11.1625
"[111, 113]",17.5,24.283333333333335,3,2016-06-07 16:23:11,40.72668075561523,-73.9915771484375,2,21,6.070833333333334,30.283333333333335,3.5,6.0,9.570833333333333
"[121, 145]",11.0,10.716666666666667,2,2016-06-07 16:24:16,40.76874923706055,-73.98865509033203,2,14,2.6791666666666667,14.716666666666667,3.0,4.0,5.679166666666667
"[133, 148]",12.0,10.216666666666669,2,2016-06-07 16:26:11,40.76603317260742,-73.96536254882812,2,14,2.554166666666667,14.216666666666669,2.0,4.0,4.554166666666667
"[20, 35]",28.0,39.31666666666666,2,2016-06-07 16:10:40,40.75128555297852,-73.99406433105469,2,14,9.829166666666666,43.31666666666666,-14.0,4.0,-4.170833333333334
"[21, 46]",20.5,28.53333333333333,4,2016-06-07 16:10:47,40.74006271362305,-73.9818801879883,2,28,7.133333333333333,36.53333333333333,7.5,8.0,14.633333333333333
"[28, 45]",13.0,14.016666666666666,2,2016-06-07 16:11:37,40.7903709411621,-73.9749298095703,2,14,3.5041666666666664,18.016666666666666,1.0,4.0,4.504166666666666
"[31, 53]",34.0,52.15,2,2016-06-07 16:11:54,40.77811050415039,-73.95865631103516,2,14,13.0375,56.15,-20.0,4.0,-6.9625
"[42, 71]",32.0,51.46666666666667,3,2016-06-07 16:13:51,40.72712707519531,-73.99143981933594,2,21,12.866666666666667,57.46666666666667,-11.0,6.0,1.8666666666666671
"[50, 82]",12.0,13.116666666666667,2,2016-06-07 16:14:57,40.735443115234375,-73.99828338623048,2,14,3.279166666666667,17.116666666666667,2.0,4.0,5.279166666666667
"[58, 72]",17.0,21.266666666666666,2,2016-06-07 16:16:28,40.76440048217773,-73.96849060058595,2,14,5.316666666666666,25.266666666666666,-3.0,4.0,2.3166666666666664
"[6, 41]",14.0,15.850000000000001,2,2016-06-07 16:08:28,40.76106262207031,-73.97130584716798,2,14,3.9625000000000004,19.85,0.0,4.0,3.9625000000000004
"[70, 86]",36.5,58.733333333333334,3,2016-06-07 16:17:39,40.72700500488281,-74.0032501220703,2,21,14.683333333333334,64.73333333333333,-15.5,6.0,-0.8166666666666664
"[88, 120]",28.0,43.11666666666667,3,2016-06-07 16:20:11,40.78607940673828,-73.95280456542969,2,21,10.779166666666667,49.11666666666667,-7.0,6.0,3.779166666666667
"[99, 132]",15.5,22.233333333333334,3,2016-06-07 16:21:20,40.77270126342773,-73.96243286132812,2,21,5.558333333333334,28.233333333333334,5.5,6.0,11.058333333333334
"[107, 119]",41.5,57.583333333333336,4,2016-06-07 16:45:49,40.76058197021485,-73.98516082763672,2,28,14.395833333333334,65.58333333333334,-13.5,8.000000000000007,0.8958333333333339
"[121, 147]",11.0,8.266666666666667,3,2016-06-07 16:47:54,40.75907516479492,-73.96504974365234,2,21,2.066666666666667,14.266666666666667,10.0,6.0,12.066666666666666
"[123, 129]",36.0,42.63333333333333,2,2016-06-07 16:48:13,40.714515686035156,-74.01583099365234,2,14,10.658333333333333,46.63333333333333,-22.0,4.0,-11.341666666666667
"[131, 134]",21.5,30.5,3,2016-06-07 16:49:47,40.76087188720703,-73.96131134033203,2,21,7.625,36.5,-0.5,6.0,7.125
"[15, 40]",31.0,37.25,2,2016-06-07 16:30:30,40.73101043701172,-73.98277282714845,2,14,9.3125,41.25,-17.0,4.0,-7.6875
"[22, 30]",32.5,52.46666666666667,4,2016-06-07 16:32:00,40.77741241455078,-73.95884704589844,2,28,13.116666666666667,60.46666666666667,-4.5,8.0,8.616666666666667
"[45, 72]",12.5,11.283333333333333,2,2016-06-07 16:35:38,40.75664520263672,-73.96714782714845,2,14,2.8208333333333333,15.283333333333333,1.5,4.0,4.320833333333333
